,Название,Регион,Город,Район,Адрес,Индекс,Телефон,Мобильный телефон,Email,Email с сайта,Сайт,Рубрика,Подрубрика,Способы оплаты,vkontakte,twitter,facebook,skype,icq,odnoklassniki,youtube,instagram,latitude,longitude,coordinates,date_start_statistic,status,category,revenue,dist_to_closest_conquer,dist_to_closer_metro,metro_name,close_metro_coords,closer_metro_area,closer_metro_area_densyty,dist_to_closer_ostanovk,ostanovka_transp,ostanovka_coord,square,chisl,количество жителей в радиусе до конкурента методом домов,количество жителей в радиусе 2 км методом домов,население на 1 конкурента в радиусе 2 км методом по домам,количество конкурентов в радиусе 2 км,население на 1 конкурента в радиусе 2 км методом плотности,колич крупн торгово-офисн центр рядом,dist_to_conquer_aprise,dist_to_closer_metro_aprise,chisl_apprise,dist_to_close_ost_apr,среднее расстояние до метро по действ точкам,среднее расстояние до конкурента по действ точкам,среднея численность в радиусе до конкурента по действ точкам,rating,площадь объекта,coords,Класс:
1039,"Очень хорошая стоматология, стоматологическая клиника",Московская область,Москва,Марьино район,"Братиславская, 33",109469.0,7 (495) 347-29-11,7-991-338-90-77,,otzyv@prof-implant.ru,http://www.prof-implant.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.6517,37.770901,"[55.6517, 37.770901]",09.02.2020,old,midle,18 473 тыс. руб. в год,82.85173551381052,1547.0190403878187,Братиславская,"[55.65946, 37.750514]",Марьино,21319.0,94.60031941344103,"Поречная ул., 10","[55.65153366, 37.77237464]",21554.2476438223,459.51500551864757,2530.1104477611943,345642.5641791045,5317.5779104477615,65.0,88.79243798944944,0.0,,,,,,,,,,,
1040,Клиника Концептуальной Стоматологии,Московская область,Москва,Ломоносовский район,"Строителей, 7 к1",119311.0,"7 (499) 530-14-14, 7 (495) 930-00-50",,,,http://www.conceptclinic.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.686387,37.535651,"[55.686387, 37.535651]",09.02.2020,old,midle,351 421 тыс. руб. в год,197.02256331943306,677.582538108298,Университет,"[55.69244, 37.534532]",Раменки,7504.0,19.473585244459972,"Ул. Строителей, 7","[55.68635856, 37.53595649]",121888.17603485443,914.6488729655476,4459.3432835820895,280058.09552238806,4243.3044776119405,66.0,174.0604521885951,1.0,,,,,,,,,,,
1041,"Эстет, стоматологическая клиника",Московская область,Москва,Измайлово район,"Парковая 9-я, 43/26",105264.0,"7 (495) 544-79-82, 7 (495) 652-01-01",,,estet-denta@mail.ru,http://www.centr-estet.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/1754651931417606,,,,https://youtube.com/user/CentrEstet,https://instagram.com/centrestet,55.802478,37.797192,"[55.802478, 37.797192]",09.02.2020,old,midle,61 799 тыс. руб. в год,309.83251666963724,867.1003472512515,Щёлковская,"[55.810228, 37.798556]",Северное Измайлово,20849.0,86.51908470766675,К/т София,"[55.80316028, 37.79785239]",301428.0315315409,6284.473029401096,5383.334328358209,437236.71940298507,7949.758534599729,55.0,1435.1451136232322,0.0,,,,,,,,,,,
1042,"ДентоМ, стоматологическая клиника",Московская область,Москва,Басманный район,"Покровка, 18",101000.0,"7 (495) 623-44-93, 7 (495) 623-44-39",,,,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.758643,37.646536,"[55.758643, 37.646536]",09.02.2020,old,midle,68 884 тыс. руб. в год,74.44127315929312,792.234160667353,Курская,"[55.75864, 37.659155]",Басманный,13160.0,45.35815743595308,Покровские Ворота,"[55.75905007, 37.64656479]",17400.31988967019,228.98820974805972,1143.179104477612,211769.6776119403,1545.7640701601483,137.0,20.99337163821628,3.0,,,,,,,,,,,
1043,"ДиАстом, стоматологическая клиника",Московская область,Москва,Крылатское район,"Крылатская, 33 к2",121614.0,7 (495) 413-02-94,,,,http://diastom.pro,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.770591,37.407358,"[55.770591, 37.407358]",09.02.2020,old,midle,42 173 тыс. руб. в год,417.3085894616326,1531.564515350757,Крылатское,"[55.756842, 37.408139]",Крылатское,6860.0,122.31705487681936,Крылатская ул.,"[55.77149861, 37.40625985]",546819.8807527564,3751.184381963909,1759.1731343283582,53674.62089552239,4879.510990502035,11.0,4283.170530678791,0.0,,,,,,,,,,,
1044,"Стар-дент, стоматологическая клиника",Московская область,Москва,Орехово-Борисово Южное район,"Ореховый бульвар, 20/2",115583.0,7 (499) 136-87-77,,,mail@stardent24.ru,http://stardent24.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.612112,37.730361,"[55.612112, 37.730361]",09.02.2020,old,midle,315 931 тыс. руб. в год,327.01594421859517,800.5972404565641,Домодедовская,"[55.610697, 37.717905]",Орехово-Борисово Южное,21284.0,147.03753355958722,Воронежская ул.,"[55.6109915034, 37.7315960522]",335789.8032077832,7146.950171474457,5207.605970149254,506963.0865671642,11020.93666450357,46.0,1951.4281337765042,2.0,,,,,,,,,,,
1045,"МираДент, стоматологическая клиника",Московская область,Москва,Тёплый Стан район,"Тёплый Стан, 7",117465.0,"7 (495) 229-64-30, 7 (495) 229-64-31",7-985-890-06-68,,mira-dent@mail.ru,http://www.miradent-sitnov.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.622678,37.49618,"[55.622678, 37.49618]",09.02.2020,old,midle,482 148 тыс. руб. в год,410.7693033655234,754.4169189649451,Тёплый Стан,"[55.61873, 37.505912]",Ясенево,7010.0,54.48159007898302,"Ул. Теплый Стан, 9","[55.62297264, 37.49548953]",529816.6606444279,3714.0147911174395,2930.69552238806,157613.2208955224,10507.548059701494,15.0,3109.86838509567,0.0,,,,,,,,,,,
1046,"Дентал клиник, стоматологический центр",Московская область,Москва,Южное Медведково район,"Ясный проезд, 6",127081.0,7 (499) 477-04-63,,,info@yasniystom.ru,http://yasniystom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,https://instagram.com/yasniystom.ru,55.873259,37.629707,"[55.873259, 37.629707]",09.02.2020,old,midle,272 009 тыс. руб. в год,276.9327734955495,1905.7456885940326,Отрадное,"[55.863384, 37.604843]",Отрадное,18190.0,40.48702476249213,Продмаг,"[55.87290544, 37.6295558]",240812.1296528432,4380.372638385217,0.0,327272.3373134328,7982.252129595922,41.0,1341.8897643443495,0.0,,,,,,,,,,,
1047,"Стоматологический кабинет, ИП Зеленков В.В.",Московская область,Москва,Орехово-Борисово Южное район,"Елецкая, 11 к1",115583.0,7 (495) 399-52-38,,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.608635,37.733385,"[55.608635, 37.733385]",09.02.2020,old,midle,24 477 тыс. руб. в год,219.79837549683555,850.878177820424,Зябликово,"[55.612329, 37.745205]",Зябликово,30387.0,158.1290322855,Воронежская ул.,"[55.60975443, 37.7318407]",151697.56323509046,4609.633854024693,7108.49552238806,429323.2746268657,10221.982729211088,42.0,1378.5000287273845,1.0,,,,,,,,,,,
1048,"Семейный доктор, сеть поликлиник",Московская область,Москва,Восточное Измайлово район,"Нижняя Первомайская, 43а",105203.0,7 (495) 780-07-71,,,mailbox@fdoctor.ru,http://www.fdoctor.ru,Медицинские услуги,"Диагностические центры, Медицинские анализы, Медицинские комиссии, Медицинское лечение зависимостей, Многопрофильные медицинские центры, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гинеколога, Услуги гирудотерапевта, Услуги дерматовенеролога, Услуги детских специалистов, Услуги кардиолога, Услуги логопеда, Услуги маммолога, Услуги невролога, Услуги нефролога, Услуги онколога, Услуги офтальмолога, Услуги проктолога, Услуги психолога, Услуги психотерапевта, Услуги пульмон","Расчёт по картам, Наличный расчёт",,,,,,,,,55.79148,37.807829,"[55.79148, 37.807829]",09.02.2020,old,midle,372 221 тыс. руб. в год,462.0165165013354,621.2077605317415,Первомайская,"[55.794376, 37.799364]",Измайлово,7004.0,160.22134338168848,11-я Парковая ул.,"[55.79054426, 37.80588853]",670262.0811728903,4694.5156165349235,5695.110447761194,277556.328358209,7304.113904163394,38.0,1551.660951149438,1.0,,,,,,,,,,,
1049,"Династия, стоматологический центр",Московская область,Москва,Отрадное район,"Бестужевых, 17Б",127566.0,"7 (499) 903-33-62, 7 (495) 518-45-44",,,,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.872457,37.604613,"[55.872457, 37.604613]",09.02.2020,old,midle,298 299 тыс. руб. в год,209.1347207891104,1010.2852269243052,Отрадное,"[55.863384, 37.604843]",Отрадное,18190.0,179.460438832249,Ул. Римского-Корсакова,"[55.87392066, 37.6058137]",137335.22072015298,2498.1276648995827,6464.158208955224,369035.2208955224,8582.214439430752,43.0,729.685662119506,1.0,,,,,,,,,,,
1050,"XXI век, стоматологический центр",Московская область,Москва,Измайлово район,"Первомайская, 4",105037.0,7 (495) 290-33-74,,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.79009,37.771098,"[55.79009, 37.771098]",09.02.2020,old,midle,411 276 тыс. руб. в год,729.0329889452611,695.810633912988,Измайловская,"[55.787746, 37.78138]",Северное Измайлово,20849.0,26.060872139596636,Галерея Измайлово,"[55.79014843, 37.77069571]",1668875.7707672482,34794.39094472636,1910.3373134328358,165619.25373134328,4871.154521510097,34.0,12853.457360757737,0.0,,,,,,,,,,,
1051,"АМ-клиника, стоматологическая клиника",Московская область,Москва,Алтуфьевский район,"Костромская, 18а",127549.0,7 (499) 550-98-08,7-903-674-42-23,,,http://am-klinika.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,https://instagram.com/am_klinika,55.884648,37.599071,"[55.884648, 37.599071]",09.02.2020,old,midle,370 246 тыс. руб. в год,348.2770514004975,261.40910109825137,Бибирево,"[55.883868, 37.603011]",Бибирево,24814.0,47.16779762350095,Метро Бибирево,"[55.88468777, 37.59982141]",380872.2802311858,9450.964761656645,5043.214925373135,374817.25074626866,8148.201103179755,46.0,2580.524291443641,1.0,,,,,,,,,,,
1052,"Квалитет, стоматологическая клиника",Московская область,Москва,Восточное Дегунино район,"Дубнинская, 13",127474.0,"7 (499) 481-32-08, 7 (499) 481-97-00",,,,http://www.qualityclinic.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.860048,37.566974,"[55.860048, 37.566974]",09.02.2020,old,midle,487 363 тыс. руб. в год,67.83149924833435,1988.3598839313938,Владыкино,"[55.847922, 37.590282]",Отрадное,18190.0,48.03536705829696,"Дубнинская ул., 8","[55.86012978, 37.56772721]",14447.492591469103,262.799890238823,6740.032835820896,274243.9432835821,15235.774626865672,18.0,183.37592341108984,1.0,,,,,,,,,,,
